,date,fremont_bridge_nb,fremont_bridge_sb
728,2016-05-16 05:00:00,28,15
729,2016-02-09 05:00:00,26,7
730,2013-06-22 08:00:00,68,49
731,2013-07-27 19:00:00,74,54
732,2014-01-20 08:00:00,107,50
733,2014-11-17 22:00:00,14,17
734,2012-10-23 04:00:00,5,6
735,2013-05-14 20:00:00,64,72
736,2013-07-12 17:00:00,169,351
737,2013-05-11 16:00:00,136,87
738,2017-01-09 03:00:00,0,0
739,2016-02-08 07:00:00,232,100
740,2014-07-06 07:00:00,19,14
741,2013-05-31 11:00:00,67,55
742,2014-04-01 12:00:00,41,27
743,2015-03-29 11:00:00,66,50
744,2013-12-10 18:00:00,81,153
745,2013-11-09 03:00:00,2,1
746,2015-09-04 12:00:00,30,36
747,2013-03-22 17:00:00,76,190
748,2013-09-19 21:00:00,52,34
749,2017-04-27 21:00:00,17,31
750,2014-06-12 21:00:00,35,37
751,2013-08-25 13:00:00,132,90
752,2015-03-29 04:00:00,1,4
753,2013-11-25 18:00:00,108,206
754,2015-02-02 04:00:00,2,3
755,2012-11-26 20:00:00,19,48
756,2016-06-09 14:00:00,46,42
757,2014-11-23 04:00:00,2,1
758,2015-03-23 13:00:00,20,25
759,2012-12-19 21:00:00,3,6
760,2013-09-03 14:00:00,31,27
761,2014-08-20 07:00:00,329,134
762,2013-02-27 12:00:00,43,24
763,2016-05-23 06:00:00,109,53
764,2015-03-09 15:00:00,64,73
765,2017-01-04 02:00:00,0,0
766,2014-09-20 08:00:00,43,39
767,2013-05-09 04:00:00,2,4
768,2014-10-07 04:00:00,4,3
769,2013-11-25 23:00:00,4,14
770,2017-01-28 03:00:00,0,0
771,2016-03-03 14:00:00,22,28
772,2012-11-13 22:00:00,9,10
773,2016-06-12 12:00:00,92,83
774,2017-01-10 19:00:00,28,61
775,2015-12-11 13:00:00,22,25
776,2015-02-16 06:00:00,33,17
777,2013-02-19 19:00:00,44,76
778,2017-01-24 01:00:00,3,3
779,2015-01-17 00:00:00,4,13
780,2014-08-10 18:00:00,90,59
781,2015-08-02 23:00:00,5,15
782,2015-02-16 00:00:00,3,8
783,2012-10-07 16:00:00,132,93
784,2014-02-03 12:00:00,28,22
785,2016-08-31 20:00:00,31,47
786,2015-02-11 09:00:00,172,0
787,2013-12-26 12:00:00,32,30
788,2015-12-26 02:00:00,0,0
789,2015-12-29 20:00:00,17,12
790,2012-10-12 04:00:00,2,3
791,2017-01-01 01:00:00,5,14
792,2016-02-22 06:00:00,67,42
793,2016-02-18 06:00:00,68,33
794,2014-02-13 06:00:00,57,34
795,2012-10-08 21:00:00,28,35
796,2014-02-26 22:00:00,22,18
797,2013-11-29 17:00:00,31,50
798,2014-01-15 13:00:00,37,39
799,2016-06-23 16:00:00,49,138
800,2014-06-28 11:00:00,50,56
801,2014-12-12 00:00:00,1,3
802,2013-06-26 06:00:00,68,36
803,2014-08-25 11:00:00,73,41
804,2013-07-06 02:00:00,4,1
805,2015-03-27 00:00:00,6,11
806,2015-12-09 05:00:00,15,10
807,2014-10-30 04:00:00,4,2
808,2014-09-14 16:00:00,101,116
809,2016-11-06 04:00:00,0,1
810,2015-10-17 05:00:00,3,2
811,2014-08-08 08:00:00,255,145
812,2015-01-31 20:00:00,8,17
813,2013-12-20 07:00:00,20,16
814,2014-03-16 08:00:00,8,6
815,2013-11-04 18:00:00,107,206
816,2015-04-08 11:00:00,60,0
817,2014-03-11 09:00:00,201,108
818,2015-10-26 18:00:00,66,176
819,2015-04-28 19:00:00,36,75
820,2015-04-25 03:00:00,2,4
821,2014-02-25 22:00:00,9,21
822,2013-12-25 05:00:00,2,1
823,2014-01-16 07:00:00,161,65
824,2017-03-14 16:00:00,36,110
825,2012-10-29 01:00:00,0,1
826,2015-09-24 15:00:00,69,100
827,2015-10-21 00:00:00,6,5
828,2014-04-21 06:00:00,60,36
829,2015-11-20 12:00:00,41,33
830,2015-12-30 19:00:00,7,34
831,2014-01-03 13:00:00,57,29
832,2013-10-02 00:00:00,8,4
833,2013-10-02 07:00:00,142,64
834,2015-11-25 04:00:00,0,6
835,2016-05-31 08:00:00,467,214
836,2016-12-01 04:00:00,1,4
837,2015-06-08 13:00:00,55,49
838,2015-01-23 04:00:00,4,2
839,2012-12-09 01:00:00,3,3
840,2013-03-19 07:00:00,172,63
841,2016-06-24 07:00:00,167,82
842,2016-04-02 17:00:00,76,93
843,2016-10-05 13:00:00,32,51
844,2014-03-03 17:00:00,99,164
845,2014-06-22 08:00:00,45,42
846,2014-10-16 20:00:00,37,55
847,2017-02-05 13:00:00,11,10
848,2013-07-13 16:00:00,103,76
849,2013-03-11 17:00:00,102,236
850,2016-11-06 18:00:00,16,27
851,2015-05-07 09:00:00,195,116
852,2013-09-04 04:00:00,7,1
853,2014-10-11 03:00:00,3,0
854,2015-05-25 22:00:00,14,15
855,2013-03-21 12:00:00,35,16
856,2013-10-23 16:00:00,109,130
857,2014-08-18 16:00:00,115,191
858,2014-05-22 08:00:00,451,189
859,2016-07-08 08:00:00,239,153
860,2017-05-23 03:00:00,2,0
861,2016-03-06 00:00:00,2,8
862,2016-03-06 10:00:00,32,21
863,2016-11-07 01:00:00,2,3
864,2017-01-15 07:00:00,5,3
865,2016-05-27 16:00:00,95,187
866,2013-05-26 17:00:00,64,48
867,2013-12-23 18:00:00,29,66
868,2014-07-18 00:00:00,14,8
869,2014-10-31 08:00:00,203,66
870,2015-06-13 12:00:00,89,96
871,2014-01-01 10:00:00,32,15
872,2012-11-07 02:00:00,4,2
873,2015-06-26 02:00:00,2,3
874,2013-01-03 01:00:00,2,1
875,2013-08-15 15:00:00,50,47
876,2013-07-19 04:00:00,6,3
877,2015-01-04 08:00:00,10,8
878,2016-07-23 02:00:00,5,4
879,2017-03-11 12:00:00,6,10
880,2012-12-22 19:00:00,8,10
881,2013-07-17 12:00:00,65,41
882,2013-11-02 00:00:00,5,12
883,2015-08-22 04:00:00,2,2
884,2015-08-20 14:00:00,39,53
885,2017-02-19 13:00:00,31,30
886,2014-04-23 01:00:00,2,50
887,2013-08-30 15:00:00,80,122
888,2015-12-23 02:00:00,0,0
889,2012-10-25 12:00:00,39,35
890,2015-01-09 15:00:00,45,56
891,2015-11-07 20:00:00,10,9
892,2015-04-23 10:00:00,46,38
893,2016-04-14 10:00:00,59,41
894,2015-12-31 03:00:00,0,0
895,2014-06-01 21:00:00,24,29
896,2013-05-20 10:00:00,69,46
897,2015-12-26 03:00:00,0,0
898,2014-06-20 21:00:00,41,36
899,2013-10-04 03:00:00,2,0
900,2013-04-01 22:00:00,5,16
901,2013-02-16 06:00:00,7,3
902,2014-03-25 21:00:00,14,20
903,2015-07-11 03:00:00,2,6
904,2016-11-30 22:00:00,12,16
905,2017-01-25 11:00:00,35,25
906,2015-01-12 11:00:00,51,0
907,2012-11-18 13:00:00,26,15
908,2015-01-16 14:00:00,50,38
909,2016-09-23 01:00:00,5,4
910,2013-05-21 17:00:00,129,281
911,2013-08-18 19:00:00,53,62
912,2015-08-12 14:00:00,48,54
913,2015-01-20 20:00:00,16,34
914,2014-02-01 18:00:00,31,16
915,2014-05-21 21:00:00,60,56
916,2016-05-21 13:00:00,22,24
917,2013-09-23 23:00:00,7,12
918,2013-03-31 08:00:00,25,19
919,2016-02-16 09:00:00,111,61
920,2014-04-29 04:00:00,4,2
921,2014-05-12 19:00:00,115,191
922,2016-07-11 13:00:00,45,47
923,2013-12-28 06:00:00,7,8
924,2015-12-21 15:00:00,11,27
925,2017-03-14 12:00:00,10,13
926,2015-04-26 03:00:00,1,2
927,2017-03-22 17:00:00,113,327
928,2016-10-24 15:00:00,48,71
929,2016-07-27 04:00:00,8,3
930,2015-05-21 02:00:00,4,5
931,2016-09-17 02:00:00,5,2
932,2016-09-24 10:00:00,72,42
933,2015-09-18 17:00:00,163,337
934,2013-05-26 11:00:00,38,20
935,2013-01-25 06:00:00,58,31
936,2016-11-03 04:00:00,1,1
937,2015-08-21 00:00:00,4,12
938,2017-03-15 22:00:00,4,12
939,2015-12-06 04:00:00,0,0
940,2015-07-04 10:00:00,77,65
941,2014-12-04 17:00:00,95,205
942,2016-04-27 05:00:00,25,12
943,2013-01-10 07:00:00,111,52
944,2016-06-20 11:00:00,34,24
945,2016-11-21 01:00:00,0,2
946,2015-08-27 05:00:00,35,14
947,2015-09-21 19:00:00,59,111
948,2014-08-04 05:00:00,28,24
949,2015-05-03 04:00:00,2,0
950,2017-01-15 14:00:00,46,59
951,2016-01-14 05:00:00,16,11
952,2017-01-16 10:00:00,41,37
953,2016-11-25 10:00:00,44,33
954,2016-03-11 00:00:00,5,2
955,2013-01-05 01:00:00,1,0
956,2016-01-14 09:00:00,113,66
957,2015-03-10 23:00:00,4,18
958,2014-02-22 00:00:00,7,3
959,2014-11-15 10:00:00,53,26
960,2017-05-26 05:00:00,36,22
961,2017-02-02 03:00:00,1,0
962,2015-12-29 01:00:00,0,0
963,2014-05-06 02:00:00,3,2
964,2015-12-25 03:00:00,0,0
965,2015-11-10 03:00:00,2,2
966,2016-11-06 22:00:00,4,6
967,2013-02-25 15:00:00,63,48
968,2015-05-11 08:00:00,415,150
969,2012-11-07 11:00:00,34,24
970,2014-06-19 06:00:00,136,56
971,2016-12-30 01:00:00,3,0
972,2014-04-25 08:00:00,294,61
973,2016-03-01 15:00:00,25,32
974,2017-01-19 15:00:00,18,36
975,2016-03-07 14:00:00,29,26
976,2015-06-22 06:00:00,107,53
977,2016-09-15 09:00:00,154,137
978,2015-06-21 05:00:00,2,3
979,2016-03-04 05:00:00,21,10
980,2013-03-29 12:00:00,60,55
981,2017-04-07 15:00:00,23,49
982,2013-08-17 18:00:00,64,67
983,2014-09-22 21:00:00,27,29
984,2016-04-05 23:00:00,6,6
985,2017-05-13 02:00:00,5,3
986,2017-04-30 05:00:00,1,1
987,2015-12-21 01:00:00,0,0
988,2016-01-06 18:00:00,105,165
989,2014-11-05 09:00:00,112,99
990,2013-06-13 20:00:00,60,87
991,2012-10-09 00:00:00,8,4
992,2014-06-15 12:00:00,82,51
993,2012-12-29 08:00:00,14,16
994,2016-09-23 00:00:00,7,9
995,2016-07-01 02:00:00,4,1
996,2014-09-21 20:00:00,19,33
997,2016-09-10 23:00:00,10,20
998,2013-04-30 14:00:00,45,59
999,2015-07-12 13:00:00,97,72
